pcr_lab_id,pcr_date,id_tag,assay,threshold,run_inhibited,inhibition_ct,mean_ct,wells_amplified,wells,well_1_ct,well_2_ct,well_3_ct,std_curve,mean_quant,sd_quant,efficiency,r2,final_data
NGC,1/25/2024,617_G1_48 HR,DMAR,0.050889864,N,0.030550907,36.49951895,3,3,36.486706364539685,35.38477122597901,37.62707924458398,Y,3.991194866,2.715713583,91.48064163,0.987576311,2
NGC,1/30/2024,271_E6_24 HR,DMAR,0.050257737,N,0.015599058,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,416_A2_10 DAY,DMAR,0.050257737,N,0.032518805,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,416_A2_7 DAY,DMAR,0.050257737,N,0.070820942,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,565_F4_6 DAY,DMAR,0.050257737,N,0.007349346,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,565_F5_48 HR,DMAR,0.050257737,N,0.001180996,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,617_G2_4 HR,DMAR,0.050257737,N,0.018713878,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,617_G2_48 HR,DMAR,0.050257737,N,0.017831338,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,618_E2_NEG,DMAR,0.050257737,N,0.008385355,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,620_C2_NEG,DMAR,0.050257737,N,-0.003087438,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,621_H1_10 DAY,DMAR,0.050257737,N,0.042262612,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,621_H2_10 DAY,DMAR,0.050257737,N,0.012422717,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,621_H2_48 HR,DMAR,0.050257737,N,0.003853689,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,621_I2_72 HR,DMAR,0.050257737,N,0.01361685,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,627_D4_7 DAY,DMAR,0.050257737,N,0.001784235,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,627_D5_7 DAY,DMAR,0.050257737,N,9.21164005980302e-05,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.85636704,0.997098997,2
NGC,1/30/2024,621_H2_1 HR,DMAR,0.050257737,N,-0.012455888,37.48445423,2,3,37.445273039393484,37.523635425896714,Undetermined,Y,1.106239359,0.958937315,89.85636704,0.997098997,2
NGC,1/30/2024,271_F2_7 DAY,DMAR,0.050257737,N,-0.019212678,36.3505055,1,3,36.35050549570799,Undetermined,Undetermined,Y,1.143943452,1.98136818,89.85636704,0.997098997,2
NGC,1/30/2024,565_F3_72 HR,DMAR,0.050257737,N,0.036927141,35.67053198,2,3,35.40856820199764,Undetermined,35.93249575276043,Y,3.588013485,3.233770535,89.85636704,0.997098997,2
NGC,1/30/2024,565_F6_10 DAY,DMAR,0.050257737,N,0.098617697,34.45319253,3,3,33.82901821407688,34.220709409556555,35.309849964548306,Y,12.47089556,5.363426093,89.85636704,0.997098997,2
NGC,1/30/2024,627_D3_7 DAY,DMAR,0.050257737,N,0.039469067,29.50385133,3,3,29.54712037029715,29.69745079,29.26698282455527,Y,278.4166349,39.6653789,89.85636704,0.997098997,2
NGC,11/9/2023,620_C1_1 HR_Filter,DMAR,0.05,N,-0.296059417,35.37393607,3,3,36.874876006140624,34.98212464250943,34.264807569971595,Y,7.229186607,4.850694597,89.88747699,0.98822364,2
NGC,11/9/2023,620_C1_24 HR_Filter,DMAR,0.05,N,-0.317326886,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_C1_4 HR_Filter,DMAR,0.05,N,-0.304158243,30.38786939,3,3,30.45034422041038,30.39844599872906,30.314817944354203,Y,143.3551486,6.315606296,89.88747699,0.98822364,2
NGC,11/9/2023,620_C1_7 DAY_Filter,DMAR,0.05,N,-0.374875923,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_C2_1 HR_Filter,DMAR,0.05,N,-0.317025111,35.14365916,2,3,Undetermined,36.314834103763786,33.97248422001172,Y,5.861608896,7.55088316,89.88747699,0.98822364,2
NGC,11/9/2023,620_C2_24 HR_Filter,DMAR,0.05,N,-0.212001762,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_C2_4 HR_Filter,DMAR,0.05,N,-0.388907207,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_C2_7 DAY_Filter,DMAR,0.05,N,-0.298384055,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_D1_1 HR_Filter,DMAR,0.05,N,-0.348920743,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_D1_24 HR_Filter,DMAR,0.05,N,-0.261718987,36.34364451,2,3,36.43768535686874,Undetermined,36.24960365973833,Y,2.099738273,1.828295486,89.88747699,0.98822364,2
NGC,11/9/2023,620_D1_4 HR_Filter,DMAR,0.05,N,-0.197372066,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_D1_7 DAY_Filter,DMAR,0.05,N,-0.238168629,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_D2_1 HR_Filter,DMAR,0.05,N,-0.160723741,36.70757186,2,3,36.82307755248944,36.59206616943331,Undetermined,Y,1.664230337,1.453035281,89.88747699,0.98822364,2
NGC,11/9/2023,620_D2_24 HR_Filter,DMAR,0.05,N,-0.307230264,36.36817994,2,3,35.21797972419347,Undetermined,37.51838016389523,Y,2.650336262,3.390426346,89.88747699,0.98822364,2
NGC,11/9/2023,620_D2_4 HR_Filter,DMAR,0.05,N,-0.30150542,31.12645904,3,3,31.34128386957262,31.086483043752644,30.951610212856842,Y,89.68884382,11.14824098,89.88747699,0.98822364,2
NGC,11/9/2023,620_D2_7 DAY_Filter,DMAR,0.05,N,-0.241237108,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,620_D2_72 HR_Filter,DMAR,0.05,N,-0.313880368,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,627_D3_1 HR_Filter,DMAR,0.05,N,-0.278407829,35.95609413,1,3,Undetermined,35.956094132597656,Undetermined,Y,1.3436237,2.327224514,89.88747699,0.98822364,2
NGC,11/9/2023,627_D3_24 HR_Filter,DMAR,0.05,N,-0.281170417,35.57429877,1,1,35.57429877339541,<null>,<null>,Y,5.149058902,NA,89.88747699,0.98822364,2
NGC,11/9/2023,627_D4_1 HR_Filter,DMAR,0.05,N,-0.124753158,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,89.88747699,0.98822364,2
NGC,11/9/2023,627_D5_1 HR_Filter,DMAR,0.05,N,-0.261629772,35.75376634,2,3,Undetermined,35.60323559343311,35.904297084390876,Y,3.073800158,2.698712494,89.88747699,0.98822364,2
NGC,11/9/2023,627_D6_1 HR_Filter,DMAR,0.05,N,-0.333279768,37.24806247,2,3,37.19479914434608,Undetermined,37.301325793326754,Y,1.174225017,1.01868528,89.88747699,0.98822364,2
NGC,3/8/2024,627_D5_24 HR,DMAR,0.039999999,N,0.066245672,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,88.28036002,0.995171034,2
NGC,12/21/2023,271_E6_10 DAY,DMAR,0.049176967,N,-0.010008866,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,271_E6_7 DAY,DMAR,0.049176967,N,-0.09799585,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,416_A2_72 HR,DMAR,0.049176967,N,-0.116610842,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,416_B1_48 HR,DMAR,0.049176967,N,-0.108705694,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,565_F3_48 HR,DMAR,0.049176967,N,-0.106925086,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,565_F5_10 DAYS,DMAR,0.049176967,N,0.005371113,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,565_F6_6 DAYS,DMAR,0.049176967,N,0.071247904,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,617_G1_NEG,DMAR,0.049176967,N,0.025983585,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,618_E4_10 DAY,DMAR,0.049176967,N,0.061873047,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,620_C2_10 DAY,DMAR,0.049176967,N,-0.06406805,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,620_D1_10 DAY,DMAR,0.049176967,N,-0.047737977,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,620_D2_10 DAY,DMAR,0.049176967,N,-0.061242405,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,621_H2_24 HR,DMAR,0.049176967,N,-0.046062048,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,627_D5_9 DAY,DMAR,0.049176967,N,0.032902405,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,84.58522471,0.984673735,2
NGC,12/21/2023,271_E5_72 HR,DMAR,0.049176967,N,0.265457018,37.9400342,1,3,Undetermined,Undetermined,37.94003420279131,Y,0.393076377,0.680828257,84.58522471,0.984673735,2
NGC,12/21/2023,617_G1_1 HR,DMAR,0.049176967,N,-0.001464887,37.0499051,1,3,37.04990510082342,Undetermined,Undetermined,Y,0.678309145,1.174865902,84.58522471,0.984673735,2
NGC,12/21/2023,617_G1_7 DAY,DMAR,0.049176967,N,-0.074352639,36.612924,1,3,Undetermined,36.612924003076955,Undetermined,Y,0.886647993,1.535719373,84.58522471,0.984673735,2
NGC,12/21/2023,565_F6_1 HR,DMAR,0.049176967,N,-0.021339618,36.52810998,1,3,36.52810997543352,Undetermined,Undetermined,Y,0.933960639,1.617667278,84.58522471,0.984673735,2
NGC,12/21/2023,416_B2_72 HR,DMAR,0.049176967,N,-0.040995404,36.52474656,1,3,Undetermined,Undetermined,36.524746559978254,Y,0.935888064,1.621005677,84.58522471,0.984673735,2
NGC,12/21/2023,416_A1_72 HR,DMAR,0.049176967,N,-0.015630739,37.30474809,2,3,37.27427972,Undetermined,37.33521645145643,Y,1.160632332,1.005662667,84.58522471,0.984673735,2
NGC,12/21/2023,565_F3_10 DAYS,DMAR,0.049176967,N,0.040018974,36.74716526,3,3,37.601014324511354,35.78435946,36.85612200286229,Y,2.721097661,1.530169856,84.58522471,0.984673735,2
NGC,12/21/2023,617_G1_24 HR,DMAR,0.049176967,N,0.017449257,34.76117032,3,3,35.438284032496355,34.28949896156158,34.555727960284244,Y,8.633651185,2.867770957,84.58522471,0.984673735,2
NGC,12/21/2023,618_E1_1 HR,DMAR,0.049176967,N,-0.067987936,34.35399264,3,3,34.81837140473178,34.02530188121325,34.21830464817455,Y,10.84200545,2.573563325,84.58522471,0.984673735,2
NGC,1/5/2024,271_E6_4 HR,DMAR,0.039999999,N,-0.069970303,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,271_F1_24 HR,DMAR,0.039999999,N,-0.158108415,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,271_F1_7 DAY,DMAR,0.039999999,N,-0.163324069,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,416_A1_7 DAY,DMAR,0.039999999,N,-0.270351616,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,416_B1_10 DAY,DMAR,0.039999999,N,-0.163973233,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,416_B1_72 HR,DMAR,0.039999999,N,-0.098929015,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,416_B2_10 DAY,DMAR,0.039999999,N,-0.121014102,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,416_B2_NEG,DMAR,0.039999999,N,-0.246096246,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,565_F4_24 HR,DMAR,0.039999999,N,-0.147065049,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,565_F4_48 HR,DMAR,0.039999999,N,-0.37450211,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,617_G2_72 HR,DMAR,0.039999999,N,-0.224271589,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,618_E2_10 DAY,DMAR,0.039999999,N,-0.242094962,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,618_E3_10 DAY,DMAR,0.039999999,N,-0.125774841,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,618_E4_24 HR,DMAR,0.039999999,N,-0.128729641,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,620_D1_72 HR,DMAR,0.039999999,N,-0.179098759,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,621_I1_1 HR,DMAR,0.039999999,N,-0.066083378,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,621_I1_72 HR,DMAR,0.039999999,N,-0.184905502,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,621_I2_24 HR,DMAR,0.039999999,N,-0.132602721,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,621_I2_48 HR,DMAR,0.039999999,N,-0.190417008,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,627_D4_72 HR,DMAR,0.039999999,N,-0.133787104,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/5/2024,627_D5_4 HR,DMAR,0.039999999,N,0.144834678,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,90.0950574,0.992219434,2
NGC,1/30/2024,271_F1_NEG,DMAR,0.039999999,N,0.515531238,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,271_F2_48 HR,DMAR,0.039999999,N,0.039836989,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,416_B2_7 DAY,DMAR,0.039999999,N,0.064143918,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,565_F5_1 HR,DMAR,0.039999999,N,-0.021351454,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,565_F5_24 HR,DMAR,0.039999999,N,0.019868701,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,565_F5_72 HR,DMAR,0.039999999,N,0.015006468,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,565_F6_24 HR,DMAR,0.039999999,N,0.05843545,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,617_G3_10 DAY,DMAR,0.039999999,N,0.125115609,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,617_G4_48 HR,DMAR,0.039999999,N,-0.027164296,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,618_E2_7 DAY,DMAR,0.039999999,N,-0.02065433,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,618_E2_72 HR,DMAR,0.039999999,N,-0.029275816,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,621_H1_7 DAY,DMAR,0.039999999,N,-0.004003829,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,621_H1_72 HR,DMAR,0.039999999,N,0.126466668,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,621_H2_7 DAY,DMAR,0.039999999,N,-0.00078694,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,621_I1_10 DAY,DMAR,0.039999999,N,0.288997409,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,627_D4_NEG,DMAR,0.039999999,N,0.081444712,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,627_D6_4 HR,DMAR,0.039999999,N,0.008177263,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/30/2024,627_D6_7 DAY,DMAR,0.039999999,N,0.072888001,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,87.58640654,0.965857633,2
NGC,1/5/2024,618_E1_10 DAY,DMAR,0.039999999,N,-0.217957874,42.50753962,1,3,42.50753962,Undetermined,Undetermined,Y,0.022163448,0.038388217,90.0950574,0.992219434,2
NGC,1/30/2024,565_F5_4 HR,DMAR,0.039999999,N,0.010670133,37.16990529,1,3,Undetermined,Undetermined,37.169905287967296,Y,0.996538435,1.726055201,87.58640654,0.965857633,2
NGC,1/5/2024,621_I2_1 HR,DMAR,0.039999999,N,-0.12357554,36.51361267,1,3,Undetermined,36.51361267,Undetermined,Y,1.041765662,1.804391057,90.0950574,0.992219434,2
NGC,1/5/2024,621_H1_1 HR,DMAR,0.039999999,N,0.269457061,36.50772706,1,3,Undetermined,Undetermined,36.50772706,Y,1.045711668,1.811225739,90.0950574,0.992219434,2
NGC,1/30/2024,621_H2_4 HR,DMAR,0.039999999,N,0.080797002,36.98903591,1,3,Undetermined,Undetermined,36.989035914787095,Y,1.116626331,1.934053538,87.58640654,0.965857633,2
NGC,1/30/2024,627_D6_48 HR,DMAR,0.039999999,N,0.93448063,36.43973772,1,3,Undetermined,36.43973772310227,Undetermined,Y,1.577527857,2.732358398,87.58640654,0.965857633,2
NGC,1/30/2024,627_D3_4 HR,DMAR,0.039999999,N,0.087051171,34.79871524,2,3,Undetermined,34.88946649265688,34.70796398584173,Y,8.872467408,7.72117353,87.58640654,0.965857633,2
NGC,1/30/2024,617_G1_10 DAY,DMAR,0.039999999,N,0.102155368,35.51881507,3,3,34.787153652437226,35.92023975405901,35.84905181659074,Y,8.936085446,3.854965061,87.58640654,0.965857633,2
NGC,1/30/2024,416_B2_24 HR,DMAR,0.039999999,N,0.15929368,35.65416479,3,3,37.15036989313795,34.85793546073661,34.95418902504379,Y,9.292261996,5.439253639,87.58640654,0.965857633,2
NGC,3/8/2024,416_A2_48 HR,DMAR,0.039999999,N,-0.061033372,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,416_B1_1 HR,DMAR,0.039999999,N,-0.118470553,37.73521832,2,3,37.68860524358263,Undetermined,37.78183138693839,Y,1.406984433,1.219934393,83.05724973,0.992936917,2
NGC,3/8/2024,416_B1_24 HR,DMAR,0.039999999,N,-0.128143894,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,416_B1_4 HR,DMAR,0.039999999,N,-0.024290249,36.77051129,3,3,37.681829434870664,36.96404352526916,35.66566089773285,Y,4.304881743,2.722178944,83.05724973,0.992936917,2
NGC,3/8/2024,416_B2_1 HR,DMAR,0.039999999,N,-0.055508697,35.8722474,2,3,35.39342470896162,Undetermined,36.35107008803786,Y,4.521215588,4.356642391,83.05724973,0.992936917,2
NGC,3/8/2024,416_B2_4 HR,DMAR,0.039999999,N,-0.122858907,35.64847275,3,3,34.65679881727134,35.56252000740534,36.726099416850985,Y,8.43323747,4.869495762,83.05724973,0.992936917,2
NGC,3/8/2024,617_G2_24 HR,DMAR,0.039999999,N,-0.118592344,37.29264052,2,3,37.33786470510243,37.24741633569657,Undetermined,Y,1.838625057,1.594079889,83.05724973,0.992936917,2
NGC,3/8/2024,617_G3_4 HR,DMAR,0.039999999,N,-0.091968263,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,617_G4_1 HR,DMAR,0.039999999,N,0.068209855,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,617_G4_4 HR,DMAR,0.039999999,N,-0.039073226,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,618_E1_4 HR,DMAR,0.039999999,N,-0.024674595,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,618_E2_4 HR,DMAR,0.039999999,N,-0.059890098,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
NGC,3/8/2024,618_E4_4 HR,DMAR,0.039999999,N,-0.063913169,0,0,3,Undetermined,Undetermined,Undetermined,Y,0,0,83.05724973,0.992936917,2
